First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Bradley,Voigt,,,5,17,16,16,0,16,1,30,0.5333333333333333,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryan,Cole,,,5,5,5,5,0,5,0,17,0.29411764705882354,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bobby,Duvnjak,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Greg,Danseglio,,,4,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brian,Kormondy,,,5,6,5,5,0,5,1,11,0.45454545454545453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tim,Barber,,,4,3,2,2,0,2,1,4,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Patrick,Resch,34,M,7,3,3,3,0,3,0,3,1,3,1,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Myles,Jones,15,M,6,13,6,4,2,8,5,30,0.2,18,0.6,6,0.3333333333333333,5,7,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,,0
Miles,Thompson,2,A,7,5,4,4,0,4,1,11,0.36363636363636365,10,0.9090909090909091,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
Matt,Rees,44,LSM,7,0,0,0,0,0,0,4,0,2,0.5,3,0,1,17,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Kyle,McClancy,88,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kevin,Buchanan,27,M,7,3,2,2,0,2,1,9,0.2222222222222222,6,0.6666666666666666,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Josh,Byrne,22,A,7,20,13,13,0,13,7,44,0.29545454545454547,28,0.6363636363636364,2,0,2,8,8,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,0
Jeremy,Thompson,74,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jarrod,Neumann,88,D,7,0,0,0,0,0,0,4,0,2,0.5,4,0,2,16,6,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
James,Barclay,28,D,5,1,0,0,0,0,1,1,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Jake,Froccaro,54,M,7,10,5,3,2,7,3,31,0.16129032258064516,15,0.4838709677419355,10,0.2,5,12,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
Dhane,Smith,92,M,7,10,6,6,0,6,4,19,0.3157894736842105,12,0.631578947368421,0,0,0,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
Dan,Coates,57,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Curtis,Dickson,71,A,7,18,12,12,0,12,6,43,0.27906976744186046,25,0.5813953488372093,3,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Connor,Fields,5,A,6,7,6,6,0,6,1,19,0.3157894736842105,10,0.5263157894736842,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Cipriano,12,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,30,0.4838709677,33,11.945701357466064,1,0.3619909502,7956,0,0,0,0,0,0,,0
Brodie,Merrill,17,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Blaze,Riorden,0,G,7,0,0,0,0,0,0,3,0,1,0.3333333333333333,3,0,1,10,5,1,0,0,0,0,119,0.6134020619,78,10.970892752490721,3,0.4219574136,20476,0,0,0,0,0,0,,0
Austin,Staats,83,A,7,6,5,5,0,5,1,12,0.4166666666666667,10,0.8333333333333334,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Brendan,Gleason,9,A,6,4,3,3,0,3,1,10,0.3,4,0.4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Adam,Ghitelman,8,G,6,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,1,0,0,0,0,31,0.5849056604,23,9.200000000000001,1,0.4,7200,0,0,0,0,0,0,,0
Zach,Melillo,,,5,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Josh,Currier,27,M,6,6,6,6,0,6,0,14,0.42857142857142855,11,0.7857142857142857,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
Mark,Glicini,16,M,7,2,1,1,0,1,1,4,0.25,2,0.5,1,0,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Sean,Sconone,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,76,0.5714285714,57,9.12,0,0,18000,0,0,0,0,0,0,,0
Robert,Mooney,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Landon,Kramer,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Jasinski,,,5,9,6,6,0,6,3,19,0.3157894736842105,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Beville,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Durbin,,,5,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
James,Burr,,,5,7,4,4,0,4,3,14,0.2857142857142857,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Whitcher,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chad,Toliver,,,4,1,1,1,0,1,0,2,0.5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Sunday,,,5,15,11,11,0,11,4,36,0.3055555555555556,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Nowesnick,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colton,Jackson,,,4,1,1,1,0,1,0,9,0.1111111111111111,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kevin,Fox,,,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Eddie,Bouhall,,,4,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Peter,Welch,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nate,Solomon,,,5,13,8,8,0,8,5,15,0.5333333333333333,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Kearns,,,5,5,3,3,0,3,2,16,0.1875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Ellis,,,5,2,1,1,0,1,1,3,0.3333333333333333,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Andrejack,,,5,1,1,1,0,1,0,2,0.5,0,0,0,0,0,19,0,1,112,50,0,0.44642857142857145,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dom,Madonna,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Justin,Pugal,,,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Goodrich,,,5,1,0,0,0,0,1,5,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nate,Farrell,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ben,Spencer,,,5,2,1,1,0,1,1,3,0.3333333333333333,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shane,Simpson,,,5,6,3,3,0,3,3,17,0.17647058823529413,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Michael,Panepinto,,,5,1,1,1,0,1,0,7,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Andrew,Kew,,,5,19,14,14,0,14,5,29,0.4827586206896552,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Warren,Jeffrey,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Bomberry,,,5,4,3,3,0,3,1,7,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Christian,Knight,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,30,0.5357142857,26,8.32,0,0,9000,0,0,0,0,0,0,,0
Carlson,Milikin,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sean,O'Brien,,,5,8,6,6,0,6,2,20,0.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Scott,Corcoran,,,5,2,2,2,0,2,0,3,0.6666666666666666,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Marrocco,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,54,0.5192307692,50,10.025760634964842,0,0,14363,0,0,0,0,0,0,,0
Frank,Brown,,,4,4,4,4,0,4,0,14,0.2857142857142857,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Connor,OHara,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryce,Wasserman,,,5,19,14,14,0,14,5,40,0.35,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Justin,Reh,,,5,3,0,0,0,0,3,9,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Greg,Weyl,,,5,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Scott,Hooper,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Keenan,,,5,7,6,6,0,6,1,15,0.4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sean,Mayle,,,4,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ben,Randall,,,5,1,0,0,0,0,1,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Noah,Rak,,,3,2,2,2,0,2,0,3,0.6666666666666666,0,0,0,0,0,18,0,1,58,34,0,0.5862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Max,Adler,,,4,1,1,1,0,1,0,2,0.5,0,0,0,0,0,22,0,0,71,46,0,0.647887323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Gilray,,,5,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Sands,,,5,15,4,4,0,4,11,17,0.23529411764705882,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Michael,Rexrode,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Casey,Dowd,,,5,1,0,0,0,0,1,2,0,0,0,0,0,0,19,0,0,63,34,0,0.5396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alex,Spring,,,5,1,0,0,0,0,1,3,0,0,0,0,0,0,28,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mikie,Schlosser,,,5,4,3,3,0,3,1,8,0.375,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cody,Radziewicz,,,5,7,4,4,0,4,3,11,0.36363636363636365,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Ford,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Aponte,,,5,6,4,4,0,4,2,18,0.2222222222222222,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Manis,,,5,1,1,1,0,1,0,4,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cal,Dearth,,,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Carrigan,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Isaiah,Davis-Allen,,,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colin,Heacock,,,5,7,4,4,0,4,3,17,0.23529411764705882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,McNamara,,,5,8,5,5,0,5,3,33,0.15151515151515152,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kevin,Reisman,,,5,1,0,0,0,0,1,3,0,0,0,0,0,0,26,0,0,90,56,0,0.6222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nick,Mariano,,,5,3,3,3,0,3,0,13,0.23076923076923078,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tim,Edwards,,,5,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dylan,Molloy,,,5,9,8,8,0,8,1,35,0.22857142857142856,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Adam,Osika,,,5,4,3,3,0,3,1,6,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dan,Lomas,,,5,4,2,2,0,2,2,19,0.10526315789473684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Kyle,Jackson,,,5,7,5,5,0,5,2,16,0.3125,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Steven,Romano,,,5,1,1,1,0,1,0,3,0.3333333333333333,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shayne,Jackson,,,5,12,9,9,0,9,3,22,0.4090909090909091,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Uppgren,,,5,6,5,5,0,5,1,12,0.4166666666666667,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Yozzo-Scaperrotta,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Liam,Byrnes,,,5,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Challen,Rogers,,,5,6,4,4,0,4,2,19,0.21052631578947367,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Madalon,,,5,0,0,0,0,0,0,3,0,0,0,0,0,0,30,0,1,0,0,0,0,58,0.4754098361,64,10.24,0,0,18000,0,0,0,0,0,0,,0
Randy,Staats,,,5,13,3,3,0,3,10,29,0.10344827586206896,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nicky,Galasso,,,5,10,4,4,0,4,6,14,0.2857142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Lyle,Thompson,,,5,19,14,14,0,14,5,37,0.3783783783783784,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Cockerton,,,5,10,8,8,0,8,2,24,0.3333333333333333,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Austin,Kaut,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,54,0.4695652174,61,10.421783235451148,0,0,16857,0,0,0,0,0,0,,0
CJ,Costabile,,,5,5,3,3,0,3,2,6,0.5,0,0,0,0,0,14,0,1,10,4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
